sentence_A,sentence_B,relatedness_score
A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man,A man and a woman are jumping on the curb,0.19999999999999996
A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man,A man and a woman are standing on the curb,-0.6000000000000001
The dog is jumping in the shade of some trees,A dog is jumping in the shade of some trees,-0.9500000000000002
No dog is jumping in the shade of some trees,A dog is jumping in the shade of some trees,-0.6499999999999999
A dog is jumping in the shade of some trees,A dog is jumping on a trees in the shades,-0.30000000000000004
A dog is jumping high into the air in the country,A dog is jumping into the air in the country,-0.75
A cat is jumping high into the air in the country,A dog is jumping high into the air in the country,-0.16749999999999998
A dog is jumping into the air in the country,A dog is jumping in the shade of some trees,-0.3500000000000001
A dog is jumping in the shade of some trees,A cat is jumping high into the air in the country,0.7
A dog is jumping high into the air in the country,The dog is jumping in the shade of some trees,-0.3999999999999999
A dog is jumping high into the air in the country,No dog is jumping in the shade of some trees,-0.1499999999999999
A dog is jumping high into the air in the country,A dog is jumping on a trees in the shades,-0.19999999999999996
A dog is jumping high into the air in the country,A dog is jumping in the shade of some trees,-0.10000000000000009
A man on a green bike is performing tricks on a dirt ramp,The man on a green bike is performing tricks on the dirt ramp,-0.8999999999999999
A man on a green bike is performing tricks on a dirt ramp,A man on a green car is performing tricks on a dirt ramp,-0.25
A stuntman on a bike is in the air near a body of water,A person on a bike is in the air near a body of water,-0.6000000000000001
A person on a bike is not in the air near a body of water,A person on a bike is in the air near a body of water,-0.5
A man on a green bike is performing tricks on a dirt ramp,A stuntman on a bike is in the air near a body of water,-0.3500000000000001
A man on a green bike is performing tricks on a dirt ramp,A person on a bike is not in the air near a body of water,0.0
A person on a bike is in the air near a body of water,The man on a green bike is performing tricks on the dirt ramp,-0.1499999999999999
A person on a bike is in the air near a body of water,A man on a green car is performing tricks on a dirt ramp,0.5
A man on a green bike is performing tricks on a dirt ramp,A person on a bike is in the air near a body of water,-0.19999999999999996
A young boy is sitting in a bathing suit and waiting for the next race,A young swimmer is sitting in a bathing suit and waiting for the next race,-0.8999999999999999
A young swimmer is sitting in a bathing suit and waiting for the next race,A young swimmer is standing in a bathing suit and waiting for the next race,-0.6499999999999999
A kid is waiting wearing swim gear,A kid is sitting wearing swim gear,-0.6499999999999999
A woman is sitting wearing swim gear,A kid is sitting wearing swim gear,-0.25
A young swimmer is sitting in a bathing suit and waiting for the next race,A kid is waiting wearing swim gear,-0.25750000000000006
A woman is sitting wearing swim gear,A young swimmer is sitting in a bathing suit and waiting for the next race,-0.1499999999999999
A young boy is sitting in a bathing suit and waiting for the next race,A kid is sitting wearing swim gear,-0.7000000000000002
A kid is sitting wearing swim gear,A young swimmer is standing in a bathing suit and waiting for the next race,-0.19999999999999996
A kid is sitting wearing swim gear,A young swimmer is sitting in a bathing suit and waiting for the next race,-0.3500000000000001
A black dog and a white dog are wrestling on the floor,A black dog and a white dog are wrestling on the ground,-0.8500000000000001
A black dog and a white dog are wrestling on the bed,A black dog and a white dog are wrestling on the ground,-0.1499999999999999
A black dog and a tan dog are fighting,Two dogs are fighting,-0.75
A black dog and a tan dog are sleeping,A black dog and a tan dog are fighting,-0.3999999999999999
A black dog and a white dog are wrestling on the ground,Two dogs are fighting,-0.6000000000000001
A black dog and a white dog are wrestling on the ground,A black dog and a tan dog are sleeping,0.26750000000000007
A black dog and a tan dog are fighting,A black dog and a white dog are wrestling on the floor,-0.19999999999999996
A black dog and a white dog are wrestling on the bed,A black dog and a tan dog are fighting,-0.25
A black dog and a tan dog are fighting,A black dog and a white dog are wrestling on the ground,-0.19999999999999996
A cluster of four brown dogs are playing in a field of brown grass,A group of four brown dogs are playing in a field of brown grass,-0.8999999999999999
A cluster of four brown dogs are playing in a field of brown grass,There is no dog playing in a field of brown grass,0.44999999999999996
Four dogs are playing in a area covered by grass,Four dogs are playing in a grassy area,-0.7999999999999998
Four dogs are playing in a grassy area,Four dogs are not playing in a grassy area,0.050000000000000044
A cluster of four brown dogs are playing in a field of brown grass,Four dogs are playing in a area covered by grass,-0.7000000000000002
A cluster of four brown dogs are playing in a field of brown grass,Four dogs are not playing in a grassy area,-0.5
A group of four brown dogs are playing in a field of brown grass,Four dogs are playing in a grassy area,-0.5499999999999998
There is no dog playing in a field of brown grass,Four dogs are playing in a grassy area,-0.10000000000000009
A cluster of four brown dogs are playing in a field of brown grass,Four dogs are playing in a grassy area,-0.6000000000000001
The dog is having a nap in the park,The dog is having a rest in the park,-0.7000000000000002
The dog is having a rest in the park,The dog is having a rest in the living room,-0.3500000000000001
A big brown and white spotted dog is lying on a jacket on the street,A big brown and white spotted dog is lying on a cloth on the street,-0.7000000000000002
A big brown and white spotted dog is lying on a jacket on the street,A small brown and white spotted dog is lying on a jacket on the street,-0.6000000000000001
A big brown and white spotted dog is lying on a cloth on the street,The dog is having a rest in the park,0.050000000000000044
A small brown and white spotted dog is lying on a jacket on the street,The dog is having a rest in the park,0.0
A big brown and white spotted dog is lying on a jacket on the street,The dog is having a nap in the park,0.050000000000000044
A big brown and white spotted dog is lying on a jacket on the street,The dog is having a rest in the living room,0.1499999999999999
A big brown and white spotted dog is lying on a jacket on the street,The dog is having a rest in the park,0.10000000000000009
A brown puppy is gnawing a metallic post that is stuck in the ground,A brown dog is gnawing a metallic post that is stuck in the ground,-0.8500000000000001
A brown puppy is gnawing a wooden post that is stuck into the ground,A brown puppy is gnawing a metallic post that is stuck in the ground,-0.5499999999999998
A brown puppy is biting a pole,A brown puppy is biting a stick,-0.5499999999999998
A white puppy is biting a pole,A brown puppy is biting a pole,-0.25
A brown puppy is biting a stick,A brown puppy is gnawing a metallic post that is stuck in the ground,0.050000000000000044
A white puppy is biting a pole,A brown puppy is gnawing a metallic post that is stuck in the ground,-0.19999999999999996
A brown dog is gnawing a metallic post that is stuck in the ground,A brown puppy is biting a pole,-0.3999999999999999
A brown puppy is gnawing a wooden post that is stuck into the ground,A brown puppy is biting a pole,-0.6000000000000001
A brown puppy is gnawing a metallic post that is stuck in the ground,A brown puppy is biting a pole,-0.75
A woman is petting a dog near a stone trail,A woman is petting a dog near a stone path,-0.9500000000000002
A woman is petting a dog near a stone path,A man is petting a dog near a stone path,-0.5
A woman is playing with a brown dog in a garden,A woman is playing with a brown dog on a garden path,-0.6000000000000001
A woman is playing with a brown dog on a garden path,A woman is playing with a brown cat on a garden path,-0.25
A woman is playing with a brown dog in a garden,A woman is petting a dog near a stone path,-0.050000000000000044
A woman is petting a dog near a stone path,A woman is playing with a brown cat on a garden path,0.0
A woman is petting a dog near a stone trail,A woman is playing with a brown dog on a garden path,-0.30000000000000004
A man is petting a dog near a stone path,A woman is playing with a brown dog on a garden path,0.55
A woman is petting a dog near a stone path,A woman is playing with a brown dog on a garden path,-0.3999999999999999
Two men are walking through a river,Two men are walking through the water,-0.6000000000000001
Two men are walking through the grass,Two men are walking through the water,-0.10000000000000009
Two men are standing in the ocean,Two men are standing in deep water,-0.75
Two men are swimming in deep water,Two men are standing in deep water,-0.3999999999999999
Two men are walking through the water,Two men are standing in the ocean,-0.25
Two men are walking through the water,Two men are swimming in deep water,-0.44999999999999996
Two men are standing in deep water,Two men are walking through a river,0.0
Two men are walking through the grass,Two men are standing in deep water,0.30000000000000004
Two men are standing in deep water,Two men are walking through the water,-0.19999999999999996
A white car and a yellow car are racing down the track,Two cars are racing down the track,-0.75
A white car and a yellow car are racing down the track,A white bike and a yellow bike are racing down the track,-0.10000000000000009
Two race cars are on a road in front of a grassy parking area,Two cars for racing are on a road in front of a grassy parking area,-0.9500000000000002
Two race cars are on a road in front of a grassy parking area,No race car is on a road in front of a grassy parking area,-0.050000000000000044
Two cars for racing are on a road in front of a grassy parking area,A white car and a yellow car are racing down the track,-0.050000000000000044
A white car and a yellow car are racing down the track,No race car is on a road in front of a grassy parking area,0.1499999999999999
Two race cars are on a road in front of a grassy parking area,Two cars are racing down the track,-0.1499999999999999
A white bike and a yellow bike are racing down the track,Two race cars are on a road in front of a grassy parking area,0.55
Two race cars are on a road in front of a grassy parking area,A white car and a yellow car are racing down the track,-0.3500000000000001
The rider dressed in orange is driving a motorcycle on one wheel,The orange rider is driving a motorcycle on one wheel,-0.8999999999999999
The orange rider is not driving a motorcycle on one wheel,The orange rider is driving a motorcycle on one wheel,-0.75
A man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up,A biker on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up,-0.8999999999999999
A man on a yellow sport bike is doing a wheelie and a friend on a white bike is catching up,A man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up,-0.5499999999999998
A biker on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up,The orange rider is driving a motorcycle on one wheel,0.050000000000000044
The orange rider is driving a motorcycle on one wheel,A man on a yellow sport bike is doing a wheelie and a friend on a white bike is catching up,0.19999999999999996
A man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up,The rider dressed in orange is driving a motorcycle on one wheel,0.10000000000000009
A man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up,The orange rider is not driving a motorcycle on one wheel,-0.10000000000000009
A man on a yellow sport bike is doing a wheelie and a friend on a black bike is catching up,The orange rider is driving a motorcycle on one wheel,0.19999999999999996
Tambourines are being played by a group of children,A group of children is playing tambourines,-0.9500000000000002
A group of children is playing tambourines,A group of children is not playing tambourines,-0.20750000000000002
A group of children in a church basement is playing maracas and tambourines,A group of children in a building's basement is playing maracas and tambourines,-0.6000000000000001
A group of children in a church basement is playing guitars and tambourines,A group of children in a church basement is playing maracas and tambourines,-0.6000000000000001
A group of children in a building's basement is playing maracas and tambourines,A group of children is playing tambourines,-0.6499999999999999
A group of children in a church basement is playing guitars and tambourines,A group of children is playing tambourines,-0.5
A group of children in a church basement is playing maracas and tambourines,Tambourines are being played by a group of children,-0.7999999999999998
A group of children is not playing tambourines,A group of children in a church basement is playing maracas and tambourines,-0.30000000000000004
A group of children in a church basement is playing maracas and tambourines,A group of children is playing tambourines,-0.44999999999999996
A dog is running through the white snow,A dog is running through the snow,-0.8500000000000001
A dog is running through the snow,No dog is running through the snow,-0.050000000000000044
A brown dog is running in the snow,The brown dog is running in the snow,-1.0
A brown dog is running in the snow,A black dog is running in the snow,-0.5499999999999998
The brown dog is running in the snow,A dog is running through the snow,-0.7999999999999998
A black dog is running in the snow,A dog is running through the snow,-0.75
A brown dog is running in the snow,A dog is running through the white snow,-0.6499999999999999
A brown dog is running in the snow,No dog is running through the snow,-0.050000000000000044
A brown dog is running in the snow,A dog is running through the snow,-0.6000000000000001
An elderly man is sitting on a bench,An old person is sitting on a bench,-0.7999999999999998
An elderly man is sitting on a bench,A young man is sitting on a bench,-0.19999999999999996
An elderly woman is sitting on a bench and is wearing a gray jacket and black pants,The woman is sitting on a bench and is wearing a gray jacket and black pants,-0.7000000000000002
An elderly woman is sitting on a bench and is wearing a gray jacket and black pants,An elder man is sitting on a bench and is wearing a gray jacket and black pants,-0.25
An elderly man is sitting on a bench,The woman is sitting on a bench and is wearing a gray jacket and black pants,0.10000000000000009
An elder man is sitting on a bench and is wearing a gray jacket and black pants,An elderly man is sitting on a bench,-0.75
An elderly woman is sitting on a bench and is wearing a gray jacket and black pants,An old person is sitting on a bench,-0.5
A young man is sitting on a bench,An elderly woman is sitting on a bench and is wearing a gray jacket and black pants,0.10000000000000009
An elderly woman is sitting on a bench and is wearing a gray jacket and black pants,An elderly man is sitting on a bench,0.0
A dog is fetching a piece of wood out of very clear water,A dog is fetching a stick out of very clear water,-0.8500000000000001
A dog is fetching a stick out of very clear water,A dog is fetching a stick out of very dirty water,-0.5
A small black and white dog is carrying a stick and is swimming,A small black and white dog is biting a stick and is swimming,-0.6499999999999999
A small black and white dog is carrying a stick and is swimming,A big black and white dog is carrying a stick and is swimming,-0.5
A dog is fetching a stick out of very clear water,A small black and white dog is biting a stick and is swimming,-0.3999999999999999
A dog is fetching a stick out of very clear water,A big black and white dog is carrying a stick and is swimming,-0.19999999999999996
A dog is fetching a piece of wood out of very clear water,A small black and white dog is carrying a stick and is swimming,-0.44999999999999996
A small black and white dog is carrying a stick and is swimming,A dog is fetching a stick out of very dirty water,-0.050000000000000044
A dog is fetching a stick out of very clear water,A small black and white dog is carrying a stick and is swimming,-0.19999999999999996
The woman is holding the paintbrush next to the artist's easel ,The lady is holding the paintbrush next to the artist's easel ,-0.9500000000000002
The lady is holding the paintbrush next to the artist's easel ,There is no lady holding the paintbrush next to the artist's easel ,-0.19999999999999996
The girl in a blue coverall is painting,The girl in the blue coverall is painting,-0.9500000000000002
The girl in the blue coverall is painting,The boy in the blue coverall is painting,-0.30000000000000004
The girl is painting a coverall blue,The girl in the blue coverall is painting,-0.10000000000000009
The lady is holding the paintbrush next to the artist's easel ,The girl in a blue coverall is painting,0.10000000000000009
The boy in the blue coverall is painting,The lady is holding the paintbrush next to the artist's easel ,0.75
The girl is painting a coverall blue,The lady is holding the paintbrush next to the artist's easel ,0.30000000000000004
The girl in the blue coverall is painting,The woman is holding the paintbrush next to the artist's easel ,-0.25
The girl in the blue coverall is painting,There is no lady holding the paintbrush next to the artist's easel ,0.10000000000000009
The lady is holding the paintbrush next to the artist's easel ,The girl in the blue coverall is painting,-0.050000000000000044
A golden retriever is running,A dog is running,-0.7000000000000002
A golden retriever is running,A golden retriever is not running,-0.19999999999999996
A yellow dog is running down a sandy path,A yellow dog is running down a path covered by sand,-0.8500000000000001
A yellow dog is running up a sandy path,A yellow dog is running down a sandy path,-0.6499999999999999
A yellow dog is running down a path covered by sand,A golden retriever is running,-0.30000000000000004
A yellow dog is running up a sandy path,A golden retriever is running,-0.5
A yellow dog is running down a sandy path,A dog is running,-0.5499999999999998
A yellow dog is running down a sandy path,A golden retriever is not running,0.0
A yellow dog is running down a sandy path,A golden retriever is running,-0.1499999999999999
A black and white dog is jumping for a ball,The black and white dog is jumping for the ball,-0.9500000000000002
There is no black and white dog jumping for a ball,A black and white dog is jumping for a ball,-0.10000000000000009
A dog is standing on one leg and is waiting for a soccer ball,A dog is standing on one leg and is waiting for a ball,-0.75
There is no dog standing on one leg and is waiting for a soccer ball,A dog is standing on one leg and is waiting for a soccer ball,-0.6000000000000001
A dog is standing on one leg and is waiting for a ball,A black and white dog is jumping for a ball,-0.050000000000000044
There is no dog standing on one leg and is waiting for a soccer ball,A black and white dog is jumping for a ball,0.0
A dog is standing on one leg and is waiting for a soccer ball,The black and white dog is jumping for the ball,-0.3999999999999999
A dog is standing on one leg and is waiting for a soccer ball,There is no black and white dog jumping for a ball,-0.050000000000000044
A black and white dog is jumping for a ball,A dog is standing on one leg and is waiting for a soccer ball,-0.050000000000000044
Two men are seated on a camel and another camel is in the foreground,Two people are seated on a camel and another camel is in the foreground,-0.7000000000000002
Two people are seated near a camel and another camel is in the foreground,Two people are seated on a camel and another camel is in the foreground,-0.5
People are riding two camels at the beach,People are riding two camels on the sand,-0.9500000000000002
No people are riding camels at the beach,People are riding two camels at the beach,-0.3500000000000001
People are riding two camels on the sand,Two people are seated on a camel and another camel is in the foreground,-0.44999999999999996
No people are riding camels at the beach,Two people are seated on a camel and another camel is in the foreground,0.1499999999999999
People are riding two camels at the beach,Two men are seated on a camel and another camel is in the foreground,0.0
People are riding two camels at the beach,Two people are seated near a camel and another camel is in the foreground,-0.25
Two people are seated on a camel and another camel is in the foreground,People are riding two camels at the beach,-0.5499999999999998
A man is wearing a blue shirt and walking barefoot on a tennis court,A person is wearing a blue shirt and walking barefoot on a tennis court,-0.6499999999999999
A man is wearing a blue shirt and walking barefoot on a tennis court,A woman is wearing a blue shirt and walking barefoot on a tennis court,-0.30000000000000004
A barefoot man in pajamas is looking toward the stars and is walking on the tennis court,A barefoot man in pajamas is looking toward the sky and is walking on the tennis court,-0.7999999999999998
A barefoot man in pajamas is looking toward the sky and is walking on the tennis court,A barefoot man in pajamas is looking toward the sky and is standing on the tennis court,-0.5
A man is wearing a blue shirt and walking barefoot on a tennis court,A barefoot man in pajamas is looking toward the stars and is walking on the tennis court,-0.10000000000000009
A barefoot man in pajamas is looking toward the sky and is standing on the tennis court,A man is wearing a blue shirt and walking barefoot on a tennis court,-0.19999999999999996
A person is wearing a blue shirt and walking barefoot on a tennis court,A barefoot man in pajamas is looking toward the sky and is walking on the tennis court,-0.3500000000000001
A woman is wearing a blue shirt and walking barefoot on a tennis court,A barefoot man in pajamas is looking toward the sky and is walking on the tennis court,-0.050000000000000044
A man is wearing a blue shirt and walking barefoot on a tennis court,A barefoot man in pajamas is looking toward the sky and is walking on the tennis court,-0.30000000000000004
The man is standing in a lake near a waterfall,The man is standing in a body of water near a waterfall,-0.8500000000000001
The man is swimming in a body of water near a waterfall,The man is standing in a body of water near a waterfall,-0.5
The man is standing in a body of water near a waterfall,The body of a man is in the water near a waterfall,-0.4750000000000001
The man is standing in the water at the base of a waterfall,A man is standing in the water at the base of a waterfall,-0.9500000000000002
A woman is standing in the water at the base of a waterfall,A man is standing in the water at the base of a waterfall,-0.30000000000000004
The man is standing in the water at the base of a waterfall,The man is standing in a body of water near a waterfall,-0.6499999999999999
The man is standing in a body of water near a waterfall,A woman is standing in the water at the base of a waterfall,-0.10000000000000009
A man is standing in the water at the base of a waterfall,The man is standing in a lake near a waterfall,-0.5499999999999998
A man is standing in the water at the base of a waterfall,The man is swimming in a body of water near a waterfall,-0.3500000000000001
A man is standing in the water at the base of a waterfall,The body of a man is in the water near a waterfall,-0.3999999999999999
A man is standing in the water at the base of a waterfall,The man is standing in a body of water near a waterfall,-0.6000000000000001
A brown and white dog is running through the river,A brown and white dog is running through the water,-0.8999999999999999
A brown and white dog is running through the river,A brown and white dog is not running through the river,-0.30000000000000004
A dog is emerging from a lake,An animal is emerging from a lake,-0.7999999999999998
No dog is emerging from a lake,A dog is emerging from a lake,-0.5
A brown and white dog is running through the river,An animal is emerging from a lake,0.25
No dog is emerging from a lake,A brown and white dog is running through the river,0.1499999999999999
A brown and white dog is running through the water,A dog is emerging from a lake,-0.050000000000000044
A brown and white dog is not running through the river,A dog is emerging from a lake,0.050000000000000044
A dog is emerging from a lake,A brown and white dog is running through the river,-0.050000000000000044
A brown and white dog is catching a dirty tennis ball in a dirt field,A brown and white dog is biting a dirty tennis ball in a dirt field,-0.5499999999999998
A brown and white dog is catching a dirty tennis ball in a dirt field,A brown and white dog is catching a dirty golf ball in a dirt field,-0.25
A dog is running on the beach and chasing a ball,A dog is running on the sand and chasing a ball,-0.7000000000000002
A dog is running on the sand and chasing a ball,A dog is running on the grass and chasing a ball,-0.30000000000000004
A brown and white dog is catching a dirty tennis ball in a dirt field,A dog is running on the beach and chasing a ball,0.050000000000000044
A dog is running on the grass and chasing a ball,A brown and white dog is catching a dirty tennis ball in a dirt field,-0.44999999999999996
A dog is running on the sand and chasing a ball,A brown and white dog is biting a dirty tennis ball in a dirt field,-0.19999999999999996
A brown and white dog is catching a dirty golf ball in a dirt field,A dog is running on the sand and chasing a ball,-0.44999999999999996
A dog is running on the sand and chasing a ball,A brown and white dog is catching a dirty tennis ball in a dirt field,-0.25
A shirtless man is leading a horse that is pulling a carriage,A shirtless man is leading a carriage that is being pulled by a horse,-0.7999999999999998
A shirtless woman is leading a horse that is pulling a carriage,A shirtless man is leading a horse that is pulling a carriage,-0.3500000000000001
A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is escorting a horse that is pulling a carriage along a road,-0.9500000000000002
A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is escorting a horse that is pulling a carriage along a dirty road,-0.7000000000000002
A shirtless man is escorting a horse that is pulling a carriage along a road,A shirtless man is leading a horse that is pulling a carriage,-0.7000000000000002
A shirtless man is escorting a horse that is pulling a carriage along a dirty road,A shirtless man is leading a horse that is pulling a carriage,-0.6499999999999999
A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is leading a carriage that is being pulled by a horse,-0.7999999999999998
A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless woman is leading a horse that is pulling a carriage,-0.050000000000000044
A shirtless man is escorting a horse that is pulling a carriage along a paved road,A shirtless man is leading a horse that is pulling a carriage,-0.7000000000000002
The young girl is playing on the edge of a fountain and an older woman is watching her,A young girl is playing on the edge of a fountain and an older woman is watching her,-0.8999999999999999
A young girl is playing on the edge of a fountain and an older woman is watching her,A young girl is playing on the edge of a fountain and an older woman is not watching her,0.10000000000000009
A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain,A little girl and a woman wearing a yellow shirt are getting splashed near a fountain,-0.7999999999999998
A little boy and a woman wearing a yellow shirt are getting splashed by a city fountain,A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain,-0.6000000000000001
A little girl and a woman wearing a yellow shirt are getting splashed near a fountain,A young girl is playing on the edge of a fountain and an older woman is watching her,-0.19999999999999996
A little boy and a woman wearing a yellow shirt are getting splashed by a city fountain,A young girl is playing on the edge of a fountain and an older woman is watching her,0.19999999999999996
A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain,The young girl is playing on the edge of a fountain and an older woman is watching her,-0.1499999999999999
A young girl is playing on the edge of a fountain and an older woman is not watching her,A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain,0.30000000000000004
A young girl is playing on the edge of a fountain and an older woman is watching her,A little girl and a woman wearing a yellow shirt are getting splashed by a city fountain,-0.25
A woman in an orange shirt and clown makeup is standing in a park and others are looking on,A girl in an orange shirt and clown makeup is standing in a park and others are looking on,-0.6499999999999999
A girl in an orange shirt and clown makeup is walking in a park and others are looking on,A girl in an orange shirt and clown makeup is standing in a park and others are looking on,-0.6499999999999999
The girl is wearing an orange shirt and a striped tie,A girl is wearing an orange shirt and a striped tie,-0.9500000000000002
A girl is wearing an orange shirt and a striped tie,A boy is wearing an orange shirt and a striped tie,-0.19999999999999996
The girl is wearing an orange shirt and a striped tie,A girl in an orange shirt and clown makeup is standing in a park and others are looking on,0.0
A boy is wearing an orange shirt and a striped tie,A girl in an orange shirt and clown makeup is standing in a park and others are looking on,0.7
A woman in an orange shirt and clown makeup is standing in a park and others are looking on,A girl is wearing an orange shirt and a striped tie,0.0
A girl in an orange shirt and clown makeup is walking in a park and others are looking on,A girl is wearing an orange shirt and a striped tie,-0.3999999999999999
A girl is wearing an orange shirt and a striped tie,A girl in an orange shirt and clown makeup is standing in a park and others are looking on,-0.30000000000000004
A man is performing a jump on a bicycle,A cyclist is performing a jump on a bicycle,-0.7000000000000002
There is no cyclist performing a jump on a bicycle,A cyclist is performing a jump on a bicycle,-0.19999999999999996
A bicyclist is performing a trick over a heavily graphitized wall,A bicyclist is performing a trick over wall full of graffiti,-0.8999999999999999
A bicyclist is performing a trick over a clean wall,A bicyclist is performing a trick over a heavily graphitized wall,-0.1499999999999999
A cyclist is performing a jump on a bicycle,A bicyclist is performing a trick over wall full of graffiti,-0.3999999999999999
A bicyclist is performing a trick over a clean wall,A cyclist is performing a jump on a bicycle,-0.7000000000000002
A man is performing a jump on a bicycle,A bicyclist is performing a trick over a heavily graphitized wall,-0.30000000000000004
There is no cyclist performing a jump on a bicycle,A bicyclist is performing a trick over a heavily graphitized wall,-0.19999999999999996
A bicyclist is performing a trick over a heavily graphitized wall,A cyclist is performing a jump on a bicycle,-0.2925
A woman is showing a puppy to an infant,A woman is showing a small dog to an infant,-0.6499999999999999
A woman is showing a small cat to an infant,A woman is showing a small dog to an infant,-0.25
A woman is crouching down next to a dog and is smiling at a young girl sitting on the sidewalk,A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,-0.8999999999999999
A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,A man is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,-0.6000000000000001
A woman is showing a small dog to an infant,A woman is crouching down next to a dog and is smiling at a young girl sitting on the sidewalk,-0.10000000000000009
A man is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,A woman is showing a small dog to an infant,0.25
A woman is showing a puppy to an infant,A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,-0.19999999999999996
A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,A woman is showing a small cat to an infant,0.10000000000000009
A woman is showing a small dog to an infant,A woman is crouching down next to a dog and is smiling at a little girl sitting on the sidewalk,-0.19999999999999996
A black and white dog with a large branch is running in the field,A black and white dog with a large branch is running in the grass,-0.6499999999999999
A black and white dog with a large branch is standing in the field,A black and white dog with a large branch is running in the field,-0.6000000000000001
A black and white dog is carrying a big stick on the green grass,A black and white dog is carrying a huge stick on the green grass,-0.8500000000000001
A black and white dog is carrying a small stick on the green grass,A black and white dog is carrying a huge stick on the green grass,-0.5
A black and white dog is carrying a big stick on the green grass,A black and white dog with a large branch is running in the field,-0.5499999999999998
A black and white dog is carrying a small stick on the green grass,A black and white dog with a large branch is running in the field,-0.25
A black and white dog with a large branch is running in the grass,A black and white dog is carrying a huge stick on the green grass,-0.6000000000000001
A black and white dog with a large branch is standing in the field,A black and white dog is carrying a huge stick on the green grass,-0.5
A black and white dog is carrying a huge stick on the green grass,A black and white dog with a large branch is running in the field,-0.75
A boy wearing a striped shirt is running barefoot on the sandy hill,A kid wearing a striped shirt is running barefoot on the sandy hill,-0.75
A boy wearing a striped shirt is running barefoot on the sandy hill,A girl wearing a striped shirt is running barefoot on the sandy hill,-0.3500000000000001
A boy is running on the beach,A boy is running through the sand,-0.5499999999999998
A boy is running through the grass,A boy is running through the sand,-0.5
A boy wearing a striped shirt is running barefoot on the sandy hill,A boy is running on the beach,-0.30000000000000004
A boy is running through the grass,A boy wearing a striped shirt is running barefoot on the sandy hill,-0.1499999999999999
A kid wearing a striped shirt is running barefoot on the sandy hill,A boy is running through the sand,-0.3500000000000001
A boy is running through the sand,A girl wearing a striped shirt is running barefoot on the sandy hill,-0.10000000000000009
A boy is running through the sand,A boy wearing a striped shirt is running barefoot on the sandy hill,-0.44999999999999996
A racer is leaning on a racing motorcycle,A man is leaning on a racing motorcycle,-0.6499999999999999
A woman is leaning on a racing motorcycle,A man is leaning on a racing motorcycle,-0.44999999999999996
A motorcycle racer is riding a red and black bike,The motorcycle racer is riding a red and black bike,-0.9500000000000002
The motorcycle racer is riding a red and black bike,No motorcycle racer is riding a red and black bike,-0.3999999999999999
A motorcycle racer is riding a red and black bike,A man is leaning on a racing motorcycle,-0.19999999999999996
No motorcycle racer is riding a red and black bike,A man is leaning on a racing motorcycle,0.1499999999999999
A racer is leaning on a racing motorcycle,The motorcycle racer is riding a red and black bike,-0.3500000000000001
The motorcycle racer is riding a red and black bike,A woman is leaning on a racing motorcycle,0.3500000000000001
The motorcycle racer is riding a red and black bike,A man is leaning on a racing motorcycle,0.1499999999999999
A woman is firing at target practice,A woman is shooting at target practice,-0.8999999999999999
A woman is shooting at target practice,A man is shooting at target practice,-0.30000000000000004
A woman is wearing ear protection and is firing a gun at an indoor shooting range,The woman is wearing ear protection and is firing a gun at an indoor shooting range,-0.9500000000000002
A woman is wearing ear protection and is firing a gun at an outdoor shooting range,A woman is wearing ear protection and is firing a gun at an indoor shooting range,-0.30000000000000004
The woman is wearing ear protection and is firing a gun at an indoor shooting range,A woman is shooting at target practice,-0.6499999999999999
A woman is wearing ear protection and is firing a gun at an outdoor shooting range,A woman is shooting at target practice,-0.5499999999999998
A woman is wearing ear protection and is firing a gun at an indoor shooting range,A woman is firing at target practice,-0.5499999999999998
A man is shooting at target practice,A woman is wearing ear protection and is firing a gun at an indoor shooting range,-0.050000000000000044
A woman is wearing ear protection and is firing a gun at an indoor shooting range,A woman is shooting at target practice,-0.7999999999999998
Two young boys are looking up at the camera and one is sticking out his tongue,Two kids are looking up at the camera and one is sticking out his tongue,-0.7999999999999998
Two young girl are looking up at the camera and one is sticking out his tongue,Two young boys are looking up at the camera and one is sticking out his tongue,-0.3500000000000001
